frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh
1,0.03,0,truck,295,208,344,277,0.0,0.0,0.0,0.0,28.06,-0.0
2,0.07,0,truck,294,208,343,277,-0.02752293460071087,0.24770641326904297,-0.1376146674156189,0.0,28.06,0.46
3,0.1,0,truck,294,213,340,277,-0.12734511494636536,1.1461254358291626,-0.7524935603141785,0.0,29.89,4.24
4,0.13,0,truck,293,213,341,277,-0.1742619425058365,0.6687273979187012,-0.30134066939353943,0.0,28.65,5.52
5,0.17,0,truck,293,217,339,276,-0.2901981472969055,1.2972025871276855,-0.46072882413864136,-0.14710542559623718,29.89,6.81
6,0.2,0,truck,294,217,341,276,0.03966313600540161,0.7199222445487976,0.046704694628715515,-0.014187093824148178,29.26,8.66
7,0.23,0,truck,294,218,338,276,0.14896805584430695,0.7345770001411438,-0.505506694316864,-0.10629897564649582,31.25,10.75
8,0.27,0,truck,295,213,341,276,0.14549951255321503,-0.4973011910915375,0.1702747642993927,0.037092648446559906,29.89,9.95
9,0.3,0,truck,295,210,343,276,0.1015506312251091,-0.9456540942192078,0.5125316977500916,0.07831067591905594,28.65,8.68
10,0.33,0,truck,293,215,339,276,-0.2378741204738617,0.3452432453632355,-0.3957054913043976,-0.07668063789606094,29.89,10.27
11,0.37,0,truck,292,217,338,275,-0.43701380491256714,0.7083417177200317,-0.4594063460826874,-0.25680553913116455,29.89,12.59
12,0.4,0,truck,291,218,338,274,-0.3802495300769806,0.6308287382125854,-0.34735697507858276,-0.2461375892162323,29.26,10.78
13,0.43,0,truck,292,218,340,274,-0.10126255452632904,0.41765081882476807,0.235592320561409,-0.1700013279914856,28.65,14.13
14,0.47,0,truck,291,217,342,274,-0.11808028072118759,0.0714351162314415,0.3759925663471222,-0.09268102049827576,26.96,15.72
15,0.5,0,truck,291,217,342,274,-0.08944240212440491,-0.0740380510687828,0.3160229027271271,-0.037655413150787354,26.96,11.88
16,0.53,0,truck,292,217,341,274,0.09400822967290878,0.042282119393348694,0.054749079048633575,-0.0068076299503445625,28.06,13.28
17,0.57,0,truck,293,212,345,274,0.1323595494031906,-0.9564681649208069,0.6791189908981323,0.006280946545302868,26.44,14.7
18,0.6,0,truck,293,215,342,275,0.2541460394859314,-0.006455014459788799,-0.03027280978858471,0.009140710346400738,28.06,11.78
19,0.63,0,truck,292,215,342,275,-0.0704820305109024,0.04326812922954559,-0.12956669926643372,0.0074777440167963505,27.5,11.87
20,0.67,0,truck,292,216,341,275,-0.16649480164051056,0.1953130066394806,-0.12720447778701782,0.004685215651988983,28.06,14.73
21,0.7,0,truck,291,217,342,275,-0.15210632979869843,0.19260787963867188,0.057886816561222076,0.002300584688782692,26.96,11.38
22,0.73,0,truck,291,217,344,275,-0.10225319862365723,0.13505400717258453,0.40118852257728577,0.14765101671218872,25.94,11.76
23,0.77,0,truck,293,217,343,276,0.2394707053899765,0.0746874287724495,0.11301572620868683,0.15653958916664124,27.5,12.3
24,0.8,0,truck,294,217,343,276,0.2919953465461731,0.031040163710713387,-0.023795755580067635,0.11375518143177032,28.06,12.37
25,0.83,0,truck,293,217,343,276,0.07822572439908981,0.006230139639228582,0.08088596165180206,0.06495092809200287,27.5,11.95
26,0.87,0,truck,292,217,342,275,-0.16849394142627716,0.14236029982566833,-0.19898992776870728,-0.11855360120534897,27.5,12.45
27,0.9,0,truck,292,217,343,274,-0.06083143502473831,0.0026061295066028833,0.052597612142562866,-0.14970619976520538,26.96,12.7
28,0.93,0,truck,292,216,342,275,-0.004254719242453575,-0.19528910517692566,-0.16615642607212067,0.029952440410852432,27.5,13.13
29,0.97,0,truck,292,216,341,275,0.017332466319203377,-0.06220024824142456,-0.19599568843841553,0.08575370162725449,28.06,13.26
30,1.0,0,truck,292,216,341,276,-0.12687495350837708,0.003923956770449877,-0.14915472269058228,0.08062584698200226,28.06,13.93
31,1.03,0,truck,291,217,341,275,-0.14146064221858978,0.17342549562454224,-0.08849454671144485,-0.09178029000759125,27.5,14.25
32,1.07,0,truck,291,215,342,274,-0.10515329241752625,-0.2572133243083954,0.10619354248046875,-0.12681464850902557,26.96,13.51
33,1.1,0,truck,291,215,343,274,-0.06120795011520386,-0.1896144151687622,0.14499758183956146,-0.10216151177883148,26.44,13.38
34,1.13,0,truck,292,213,343,275,0.11945474147796631,-0.5502427816390991,0.11635959893465042,0.08359766006469727,26.96,11.29
35,1.17,0,truck,292,213,343,276,0.0024464549496769905,-0.2245120406150818,0.07188085466623306,0.12583521008491516,26.96,9.44
36,1.2,0,truck,292,216,343,275,-0.040342431515455246,0.39919671416282654,0.034775637090206146,-0.04281916469335556,26.96,8.61
37,1.23,0,truck,291,217,342,275,-0.043874554336071014,0.3593079447746277,-0.1356627345085144,-0.09088382124900818,26.96,7.34
38,1.27,0,truck,291,217,343,265,-0.03225171938538551,0.239415243268013,0.13666033744812012,-1.8440179824829102,26.44,6.45
38,1.27,0,truck,291,218,342,270,-0.018598362803459167,0.27285611629486084,-0.09932400286197662,-0.17012354731559753,26.96,8.23
39,1.3,0,truck,292,217,341,273,0.14870257675647736,0.006091040093451738,-0.14228598773479462,0.3840883672237396,28.06,9.11
40,1.33,0,truck,293,217,343,265,0.14711332321166992,-0.06096736341714859,0.1740398406982422,-1.1638565063476562,27.5,9.26
40,1.33,0,truck,293,216,342,271,0.24952051043510437,-0.06670859456062317,-0.057515017688274384,0.3832129240036011,28.06,10.98
41,1.37,0,truck,294,217,342,274,0.17296841740608215,0.1161797046661377,0.03540445491671562,0.6389967799186707,28.65,10.8
42,1.4,0,truck,294,218,342,274,0.10467324405908585,0.12747469544410706,-0.09550448507070541,0.5181025266647339,28.65,10.61
43,1.43,0,truck,293,217,342,275,-0.09579316526651382,-0.05181458964943886,0.03261435404419899,0.4705392122268677,28.06,10.46
44,1.47,0,truck,292,213,342,275,-0.14018315076828003,-0.8389649391174316,0.0694199651479721,0.3144990801811218,27.5,10.35
45,1.5,0,truck,294,215,342,274,0.18009497225284576,0.010471976362168789,-0.08527711778879166,0.018310539424419403,28.65,9.82
46,1.53,0,truck,293,209,344,274,-0.052468325942754745,-1.1596168279647827,0.32574662566185,0.05402597039937973,26.96,9.89
47,1.57,0,truck,291,213,344,274,-0.41428446769714355,-0.0630015954375267,0.2304714322090149,-0.09596440941095352,25.94,9.22
48,1.6,0,truck,290,215,344,273,-0.42255890369415283,0.3494221270084381,0.12854716181755066,-0.2685261070728302,25.46,8.94
49,1.63,0,truck,291,217,344,271,-0.15453553199768066,0.6887924671173096,0.05414552986621857,-0.39855751395225525,25.94,8.42
50,1.67,0,truck,291,218,344,272,-0.012766541913151741,0.46159812808036804,0.011491118930280209,-0.18135440349578857,25.94,8.79
51,1.7,0,truck,292,210,345,274,0.18883450329303741,-1.0776066780090332,0.2865320146083832,0.24378012120723724,25.94,8.35
52,1.73,0,truck,292,214,343,274,0.05896580591797829,0.0074354512616992,-0.13938602805137634,0.1781487613916397,26.96,8.95
53,1.77,0,truck,292,215,343,275,0.14183181524276733,0.24850527942180634,-0.10470575094223022,0.24909159541130066,26.96,9.31
54,1.8,0,truck,293,207,344,276,0.27683690190315247,-1.353485107421875,0.08540135622024536,0.3483092784881592,26.96,8.98
55,1.83,0,truck,294,214,342,276,0.24405719339847565,0.37753066420555115,-0.31196245551109314,0.28166958689689636,28.65,9.16
56,1.87,0,truck,294,216,341,276,0.16058166325092316,0.7421483397483826,-0.3632006347179413,0.17496183514595032,29.26,9.85
