frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh
49,1.63,0,car,264,246,326,259,0.0,0.0,0.0,0.0,22.18,1.74
50,1.67,0,car,264,246,326,259,0.0,0.0,0.0,0.0,22.18,1.57
51,1.7,0,car,264,246,326,259,0.0,0.0,0.0,0.0,22.18,1.04
74,2.47,1,car,256,247,318,260,0.0,0.0,0.0,0.0,22.18,1.68
75,2.5,1,car,255,247,318,260,-0.05504586920142174,0.0,0.0,0.0,21.83,1.51
76,2.53,1,car,254,247,318,260,-0.2546972930431366,0.0,0.0,0.0,21.48,1.18
77,2.57,1,car,252,247,317,260,-0.6484202146530151,0.0,-0.1499434858560562,0.0,21.15,1.59
78,2.6,1,car,252,247,316,260,-0.4792117178440094,0.0,-0.3171699643135071,0.0,21.48,1.47
79,2.63,1,car,251,247,315,260,-0.42334702610969543,0.0,-0.28679755330085754,0.0,21.48,1.4
84,2.8,2,car,253,247,313,261,0.0,0.0,0.0,0.0,22.92,1.82
85,2.83,2,car,253,247,313,261,0.0,0.0,0.0,0.0,22.92,0.98
86,2.87,2,car,252,247,312,261,-0.23150774836540222,0.0,-0.11575387418270111,0.0,22.92,0.94
87,2.9,2,car,251,247,311,261,-0.35945940017700195,0.0,-0.3296732008457184,0.0,22.92,1.02
88,2.93,2,car,250,247,310,261,-0.308514803647995,0.0,-0.32431745529174805,0.0,22.92,1.1
89,2.97,2,car,250,247,310,261,-0.20087745785713196,0.0,-0.22878900170326233,0.0,22.92,0.92
90,3.0,2,car,249,247,310,261,-0.24814504384994507,0.0,-0.12750130891799927,0.0,22.54,1.32
91,3.03,2,car,249,247,310,261,-0.19296492636203766,0.0,-0.05313275754451752,0.0,22.54,1.26
101,3.37,3,car,240,248,307,261,0.0,0.0,0.0,0.0,20.52,2.7
104,3.47,4,car,242,248,306,261,0.0,0.0,0.0,0.0,21.48,1.9
110,3.67,5,car,242,248,304,261,0.0,0.0,0.0,0.0,22.18,3.02
128,4.27,6,car,211,249,297,262,0.0,0.0,0.0,0.0,15.99,2.47
137,4.57,7,car,230,248,294,261,0.0,0.0,0.0,0.0,21.48,7.06
140,4.67,8,car,226,248,292,261,0.0,0.0,0.0,0.0,20.83,7.06
141,4.7,8,car,226,248,292,261,0.0,0.0,0.0,0.0,20.83,6.04
142,4.73,8,car,226,248,292,261,0.11575387418270111,0.0,0.0,0.0,20.83,4.12
143,4.77,8,car,214,248,290,261,-2.5192530155181885,0.0,-0.2998869717121124,0.1499434858560562,18.09,5.61
145,4.83,9,car,212,248,290,262,0.0,0.0,0.0,0.0,17.63,0.0
