frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh
17,0.57,0,car,283,223,338,256,0.0,0.0,0.0,0.0,25.0,7.94
18,0.6,0,car,283,223,338,256,0.0,0.0,0.0,0.0,25.0,4.09
19,0.63,0,car,283,223,338,256,0.0,0.0,0.0,0.0,25.0,4.38
27,0.9,1,car,284,223,337,255,0.0,0.0,0.0,0.0,25.94,6.06
28,0.93,1,car,284,223,337,255,0.0,0.0,0.0,0.0,25.94,6.58
30,1.0,2,car,285,222,337,255,0.0,0.0,0.0,0.0,26.44,9.09
31,1.03,2,car,285,222,337,255,0.02752293460071087,0.0,0.0,0.0,26.44,7.96
32,1.07,2,car,285,222,336,255,0.011591233313083649,0.0,-0.11575387418270111,0.0,26.96,5.39
36,1.2,3,car,286,222,336,255,0.0,0.0,0.0,0.0,27.5,4.47
36,1.2,4,car,0,265,20,344,0.0,0.0,0.0,0.0,68.75,11.17
37,1.23,3,car,285,222,336,255,-0.02752293460071087,0.0,0.0,0.0,26.96,6.78
37,1.23,4,car,0,262,21,343,0.0,-0.6532257795333862,0.5080645084381104,-0.07258064299821854,65.48,15.09
38,1.27,3,car,285,222,336,255,-0.1494448184967041,0.0,0.14604240655899048,0.0,26.96,4.58
38,1.27,4,car,0,256,26,343,0.0,-1.4883171319961548,1.1575820446014404,-0.007761584594845772,52.88,13.29
39,1.3,3,car,286,221,335,255,0.16600161790847778,-0.15500327944755554,-0.15515628457069397,0.15500327944755554,28.06,6.16
39,1.3,4,car,0,248,31,342,0.0,-2.027376890182495,1.4758204221725464,-0.2835370898246765,44.35,13.38
40,1.33,3,car,288,220,334,255,0.3247882127761841,-0.12752237915992737,-0.1667114794254303,-0.020731525495648384,29.89,7.45
40,1.33,4,car,0,246,37,339,0.0,-1.4137414693832397,1.643003225326538,-0.6734029650688171,37.16,13.0
41,1.37,3,car,288,221,335,254,0.22055846452713013,0.08590997755527496,0.054148294031620026,-0.2062370628118515,29.26,9.01
42,1.4,3,car,288,222,336,253,0.13191956281661987,0.11370726674795151,0.23583316802978516,-0.19277149438858032,28.65,11.47
42,1.4,5,car,0,231,52,336,0.0,0.0,0.0,0.0,26.44,20.7
43,1.43,3,car,288,222,337,253,0.03802802413702011,0.0714683011174202,0.19427600502967834,-0.09866835922002792,28.06,13.01
43,1.43,5,car,0,229,53,336,0.0,-0.29032257199287415,0.5080645084381104,0.0,25.94,13.68
44,1.47,3,car,288,222,336,253,-0.003226455533877015,0.028315609320998192,-0.05504094436764717,-0.02993006631731987,28.65,13.22
44,1.47,5,car,0,224,60,335,0.0,-1.2919228076934814,1.472807765007019,-0.1576128602027893,22.92,12.17
45,1.5,3,car,288,222,335,253,-0.012143224477767944,0.004693509545177221,-0.09291886538267136,0.000849759264383465,29.26,10.74
45,1.5,5,car,0,222,62,334,0.0,-0.9205732345581055,1.1572372913360596,-0.1437896341085434,22.18,10.01
46,1.53,3,car,287,222,335,253,-0.008916507475078106,-0.0034192476887255907,-0.06053678318858147,0.008268450386822224,28.65,10.38
46,1.53,5,car,0,220,67,334,0.0,-0.7116120457649231,1.450249433517456,-0.07628475874662399,20.52,8.96
47,1.57,3,car,287,221,335,253,-0.004068049136549234,-0.003927554003894329,-0.024964554235339165,-0.14432919025421143,28.65,7.98
47,1.57,5,car,0,219,71,333,0.0,-0.6371141672134399,1.3240996599197388,-0.32400014996528625,19.37,5.83
48,1.6,3,car,288,221,335,253,0.14973251521587372,-0.1530243456363678,-0.004691199865192175,0.03314201533794403,29.26,8.12
48,1.6,5,car,0,219,76,335,0.0,-0.33008959889411926,1.4465148448944092,0.21069972217082977,18.09,5.1
49,1.63,3,car,289,221,337,253,0.12085739523172379,0.029272539541125298,0.3040291965007782,-0.08777742087841034,28.65,8.49
49,1.63,5,car,0,215,81,338,0.0,-0.7059713006019592,1.577107310295105,0.7031988501548767,16.98,4.72
50,1.67,3,car,290,221,335,253,0.2096538543701172,-0.08867499232292175,-0.20772233605384827,0.07212796807289124,30.56,10.23
50,1.67,5,car,0,213,87,338,0.0,-0.7831293344497681,1.801325798034668,0.358860582113266,15.8,4.36
51,1.7,3,car,290,220,334,254,0.137261301279068,-0.22909225523471832,-0.24298247694969177,0.07988151907920837,31.25,9.36
51,1.7,5,car,0,213,89,336,0.0,-0.2977425456047058,1.1941040754318237,-0.19182175397872925,15.45,3.62
52,1.73,3,car,290,219,334,254,0.056910425424575806,-0.16094328463077545,-0.14200451970100403,0.04571618139743805,31.25,7.57
52,1.73,5,car,0,213,88,334,0.0,-0.1912887990474701,0.5008080005645752,-0.39484360814094543,15.62,2.85
53,1.77,3,car,289,221,337,253,-0.13985192775726318,0.230520561337471,0.39991652965545654,-0.13432002067565918,28.65,8.08
53,1.77,5,car,0,215,99,330,0.0,0.2235642820596695,2.058889389038086,-0.8704991936683655,13.89,2.8
54,1.8,3,car,287,222,338,252,-0.27701929211616516,0.22511078417301178,0.355893075466156,-0.11902911216020584,26.96,6.17
55,1.83,3,car,287,222,338,252,-0.2304961085319519,0.15921826660633087,0.24319717288017273,-0.08120111376047134,26.96,4.45
56,1.87,3,car,287,222,338,252,-0.1463790386915207,0.08925005048513412,0.1320967823266983,-0.044032320380210876,26.96,5.34
56,1.87,6,car,0,218,112,323,0.0,0.0,0.0,0.0,12.28,4.79
