frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh
3,0.1,0,car,0,190,175,279,0.0,0.0,0.0,0.0,7.86,2.09
5,0.17,1,car,1,190,179,277,0.0,0.0,0.0,0.0,7.72,2.03
6,0.2,1,car,1,190,179,276,0.08256880193948746,0.0,0.08256880193948746,-0.02752293460071087,7.72,2.55
7,0.23,1,car,3,190,181,276,0.4977959990501404,0.0,0.49779626727104187,-0.12734511494636536,7.72,2.5
8,0.27,1,car,5,190,182,275,0.7025253176689148,0.0,0.5525813698768616,-0.1742619425058365,7.77,2.14
9,0.3,1,car,6,189,182,275,0.7306454181671143,-0.14710542559623718,0.4134758710861206,-0.2901981472969055,7.81,1.91
10,0.33,1,car,10,190,182,272,1.0150322914123535,0.16591203212738037,0.17242129147052765,-0.5055649280548096,7.99,3.4
10,0.33,2,car,226,186,278,209,0.0,0.0,0.0,0.0,26.44,34.32
11,0.37,1,car,16,191,182,273,1.6495851278305054,0.19743797183036804,0.06297769397497177,-0.2743617296218872,8.28,3.31
12,0.4,1,car,17,191,182,273,1.2499871253967285,0.15121938288211823,0.15117809176445007,-0.112311452627182,8.33,3.06
16,0.53,3,car,226,187,279,210,0.0,0.0,0.0,0.0,25.94,16.02
20,0.67,4,car,227,187,279,209,0.0,0.0,0.0,0.0,26.44,19.45
26,0.87,5,car,228,189,279,209,0.0,0.0,0.0,0.0,26.96,10.73
33,1.1,6,truck,302,184,348,204,0.0,0.0,0.0,0.0,29.89,5.55
46,1.53,7,car,229,187,281,208,0.0,0.0,0.0,0.0,26.44,7.13
47,1.57,7,car,229,187,281,208,0.0,0.0,0.0,0.0,26.44,7.76
48,1.6,7,car,229,187,280,208,0.0,0.0,-0.11575387418270111,0.0,26.96,5.23
51,1.7,8,car,230,187,280,208,0.0,0.0,0.0,0.0,27.5,0.04
73,2.43,9,car,235,188,283,206,0.0,0.0,0.0,0.0,28.65,7.33
74,2.47,9,car,235,188,283,206,0.0,0.0,0.0,0.0,28.65,6.9
75,2.5,9,car,235,188,283,206,0.0,0.11575387418270111,0.0,0.0,28.65,4.72
77,2.57,10,car,235,188,283,206,0.0,0.0,0.0,0.0,28.65,6.0
78,2.6,10,car,235,188,283,206,0.0,0.0,0.0,0.0,28.65,3.02
79,2.63,10,car,235,188,283,206,0.11575387418270111,0.0,0.11575387418270111,0.0,28.65,3.91
80,2.67,10,car,235,188,283,206,0.17972970008850098,0.0,0.029786214232444763,0.0,28.65,6.49
81,2.7,10,car,236,188,283,206,0.1542574018239975,0.0,-0.015807129442691803,0.0,29.26,7.46
81,2.7,11,car,102,189,217,243,0.0,0.0,0.0,0.0,11.96,4.76
82,2.73,10,car,236,188,282,206,0.07446465641260147,0.0,-0.026114586740732193,0.0,29.89,6.28
106,3.53,12,truck,302,183,345,202,0.0,0.0,0.0,0.0,31.98,10.56
107,3.57,12,truck,302,183,345,202,0.0,0.0,0.02752293460071087,0.02752293460071087,31.98,8.08
108,3.6,12,truck,302,183,345,202,0.0,0.0,0.12734511494636536,0.011593000032007694,31.98,5.5
109,3.63,12,truck,301,183,346,202,-0.1499434858560562,0.0,0.1742619425058365,0.1444774866104126,30.56,6.7
194,6.47,13,car,156,203,231,229,0.0,0.0,0.0,0.0,18.33,5.47
206,6.87,14,car,155,201,230,229,0.0,0.0,0.0,0.0,18.33,11.64
207,6.9,14,car,155,201,230,229,0.0,0.02752293460071087,0.0,0.0,18.33,5.85
224,7.47,15,car,157,186,234,205,0.0,0.0,0.0,0.0,17.86,3.13
225,7.5,15,car,157,186,234,205,0.0,0.0,0.0,0.0,17.86,1.57
226,7.53,15,car,157,186,234,204,0.11575387418270111,0.0,0.0,-0.11575387418270111,17.86,2.78
227,7.57,15,car,158,186,233,204,0.3296732008457184,0.0,-0.1499434858560562,-0.17972970008850098,18.33,2.78
228,7.6,15,car,159,186,232,203,0.32432419061660767,0.0,-0.17006228864192963,-0.1542574018239975,18.84,2.31
229,7.63,15,car,159,186,233,204,0.22879573702812195,0.0,0.015907591208815575,0.04381697624921799,18.58,2.92
